"Plot Title: 20508119"
"#","Date Time, GMT+03:00","Abs Pres, Pa (LGR S/N: 20508119, SEN S/N: 20508119)"
1,11.14.19 12:00:00 PM,99344
2,11.14.19 12:30:00 PM,99320
3,11.14.19 01:00:00 PM,100710
4,11.14.19 01:30:00 PM,101092
5,11.14.19 02:00:00 PM,104512
6,11.14.19 02:30:00 PM,104466
7,11.14.19 03:00:00 PM,104495
8,11.14.19 03:30:00 PM,104476
9,11.14.19 04:00:00 PM,104478
10,11.14.19 04:30:00 PM,104440
11,11.14.19 05:00:00 PM,104423
12,11.14.19 05:30:00 PM,104452
13,11.14.19 06:00:00 PM,104440
14,11.14.19 06:30:00 PM,104430
15,11.14.19 07:00:00 PM,104421
16,11.14.19 07:30:00 PM,104421
17,11.14.19 08:00:00 PM,104409
18,11.14.19 08:30:00 PM,104415
19,11.14.19 09:00:00 PM,104432
20,11.14.19 09:30:00 PM,104448
21,11.14.19 10:00:00 PM,104464
22,11.14.19 10:30:00 PM,104493
23,11.14.19 11:00:00 PM,104500
24,11.14.19 11:30:00 PM,104509
25,11.15.19 12:00:00 AM,104535
26,11.15.19 12:30:00 AM,104564
27,11.15.19 01:00:00 AM,104583
28,11.15.19 01:30:00 AM,104621
29,11.15.19 02:00:00 AM,104589
30,11.15.19 02:30:00 AM,104618
31,11.15.19 03:00:00 AM,104637
32,11.15.19 03:30:00 AM,104637
33,11.15.19 04:00:00 AM,104618
34,11.15.19 04:30:00 AM,104596
35,11.15.19 05:00:00 AM,104605
36,11.15.19 05:30:00 AM,104599
37,11.15.19 06:00:00 AM,104586
38,11.15.19 06:30:00 AM,104605
39,11.15.19 07:00:00 AM,104583
40,11.15.19 07:30:00 AM,104612
41,11.15.19 08:00:00 AM,104593
42,11.15.19 08:30:00 AM,104593
43,11.15.19 09:00:00 AM,104571
44,11.15.19 09:30:00 AM,104577
45,11.15.19 10:00:00 AM,104469
46,11.15.19 10:30:00 AM,104459
47,11.15.19 11:00:00 AM,104481
48,11.15.19 11:30:00 AM,104434
49,11.15.19 12:00:00 PM,104427
